Parcel ID,Location,Brief Tax Description,Property Use,Tax District,Neighbourhood,Subdivision,Community Redevelopment Area,Acreage
23-30-02-144300-001160," 123  10TH DR NW, MULBERRY, FL, 33860",HAYNSWORTH HEIGHTS PB 34 PG 24 BLK 1 LOT 16,SFR up to 2.49 AC (Code: 0100),MULBERRY/SWFWMD (Code: 90110),411050.00,HAYNSWORTH HEIGHTS PB 34 PG 24,NOT IN CRA,0.15
